Timestamp, latitude, longitude
21:39:33.97,42.4450947,-76.4828831
21:39:36.49,42.4451021,-76.4831503
21:39:39.53,42.4450966,-76.483446
21:39:41.50,42.4450988,-76.4835933
21:39:44.50,42.4451351,-76.4837353
21:39:46.48,42.4452128,-76.4837381
21:39:49.48,42.4452884,-76.4836296
21:39:51.49,42.4452844,-76.4835042
21:39:53.50,42.4452836,-76.483363
21:39:56.50,42.4452849,-76.4831985
21:39:58.50,42.4453318,-76.4831344
21:40:00.51,42.4454152,-76.4831215
21:40:03.50,42.445448,-76.4832709
21:40:06.51,42.4454873,-76.4833496
21:40:08.51,42.445513,-76.4833496
21:40:11.51,42.4455081,-76.4833401
21:40:14.49,42.4455052,-76.4833434
21:40:16.52,42.445506,-76.4833444
21:40:18.52,42.4455067,-76.4833476
21:40:20.53,42.4455077,-76.4833479
21:40:23.52,42.4454859,-76.4833561
21:40:26.49,42.445478,-76.4834001
21:40:28.52,42.445493,-76.4834284
21:40:31.53,42.4455348,-76.48345
21:40:33.54,42.4455655,-76.483453
21:40:35.06,42.4455792,-76.4834535
21:40:37.56,42.4455678,-76.4834168
21:40:39.58,42.4455621,-76.4834428
21:40:41.58,42.4455689,-76.483479
21:40:44.57,42.4455723,-76.4835275
21:40:47.57,42.4455758,-76.4835743
21:40:49.61,42.4455741,-76.4836063
21:40:52.53,42.4455769,-76.4836549
21:40:54.53,42.4455723,-76.4836763
