Timestamp, x, y, z
22:18:45.9,-0.3590393,2.2534027,8.695328
22:18:45.9,-0.3949585,2.3593445,9.063431
22:18:45.9,-0.13638306,2.1013794,9.714661
22:18:45.9,0.27182007,2.0499115,10.055832
22:18:46.0,0.37657166,2.171997,10.179138
22:18:46.0,0.29756165,2.1863708,10.546646
22:18:46.0,0.06712341,2.4108276,10.477219
22:18:46.0,-0.16931152,2.2958984,9.689514
22:18:46.0,-0.023864746,2.1253204,9.556046
22:18:46.1,0.106033325,1.9714966,8.315247
22:18:46.1,0.26583862,1.7236938,9.377686
22:18:46.1,0.56811523,1.7530212,9.793671
22:18:46.1,0.3891449,1.7991028,9.577591
22:18:46.1,0.38734436,1.7781677,9.610504
22:18:46.2,0.08807373,2.2444305,9.240601
22:18:46.2,-0.44882202,2.1941528,8.825806
22:18:46.2,-0.26985168,1.866745,8.382889
22:18:46.2,0.117996216,1.8673401,7.965103
22:18:46.2,0.28500366,1.9242096,8.549286
22:18:46.3,0.54296875,2.040329,10.113892
22:18:46.3,0.6136017,2.0109863,11.196075
22:18:46.3,0.28678894,1.8751221,11.09552
22:18:46.3,0.6387329,1.8308258,9.838562
22:18:46.3,0.67645264,1.72789,8.184769
22:18:46.4,0.8045349,1.9996185,7.732254
22:18:46.4,0.5567322,1.9152374,8.891052
22:18:46.4,0.2736206,1.8440094,10.22641
22:18:46.4,0.21914673,2.0385284,10.759735
22:18:46.4,-0.26028442,1.7997131,10.234802
22:18:46.5,-0.4386444,1.7985077,9.390839
22:18:46.5,-0.3153534,2.158844,8.563644
22:18:46.5,-0.50149536,2.2127075,8.376892
22:18:46.5,-0.40274048,2.0708466,9.04129
22:18:46.6,-0.058563232,1.7985077,9.219055
22:18:46.6,0.15750122,1.6416931,8.748001
22:18:46.6,0.40171814,1.6512756,8.874298
22:18:46.6,0.3322754,1.5471191,9.79187
22:18:46.6,0.19342041,1.3555756,10.66037
22:18:46.7,0.4855194,1.7997131,9.942703
22:18:46.7,0.8877411,2.230072,8.561844
22:18:46.7,1.3959045,2.2282715,8.175781
22:18:46.7,1.4904785,1.8056946,9.204697
22:18:46.7,1.0697021,1.5082092,10.054031
22:18:46.8,0.79855347,1.7895355,9.844543
22:18:46.8,0.070114136,2.3246307,9.578781
22:18:46.8,-0.73194885,2.7310486,10.38324
22:18:46.8,-1.2628632,2.653839,11.053024
22:18:46.8,-0.71698,2.4856415,9.796066
22:18:46.9,0.028823853,2.7280579,8.059067
22:18:46.9,0.25746155,2.8172455,7.1726227
22:18:46.9,0.32450867,2.7100983,8.40683
22:18:46.9,0.04916382,2.4844513,10.520309
22:18:46.9,-0.35066223,2.4736786,10.878235
22:18:47.0,-0.35964966,2.4688873,9.439926
22:18:47.0,-0.49072266,2.189972,8.236237
22:18:47.0,-0.2866211,1.7859497,8.241028
22:18:47.0,0.43702698,1.8703461,8.80426
22:18:47.0,0.8117218,1.8954773,9.568008
22:18:47.0,1.4545593,1.7853394,10.145615
22:18:47.1,1.4868927,1.8787231,10.124664
22:18:47.1,1.1487122,1.8811035,9.97084
22:18:47.1,0.69918823,1.8535767,9.5728
22:18:47.1,0.35801697,2.2258759,9.070618
22:18:47.2,0.26106262,2.510788,9.067032
22:18:47.2,0.15750122,2.4132233,9.572205
22:18:47.2,0.35383606,2.265976,10.077972
22:18:47.2,0.6758423,2.163025,9.668579
22:18:47.2,0.3215027,2.0822296,9.323212
22:18:47.3,-0.1998291,2.1887665,9.912186
22:18:47.3,-0.57333374,2.447937,10.569992
22:18:47.3,-1.435852,2.2803497,10.036682
22:18:47.3,-1.2832031,2.0056152,8.988617
22:18:47.3,-0.551178,2.1678162,7.7095184
22:18:47.4,-0.33988953,1.993042,7.530548
22:18:47.4,0.053359985,1.7452393,9.509949
22:18:47.4,0.15272522,1.8278351,11.17572
22:18:47.4,0.2628479,1.969101,10.854294
22:18:47.4,0.71595764,1.9164276,9.657791
22:18:47.5,0.65011597,1.9284058,8.50679
22:18:47.5,0.8045349,2.0038147,8.44812
22:18:47.5,0.92544556,2.032547,9.23941
22:18:47.5,0.78837585,2.258194,10.147415
22:18:47.5,0.5178375,2.495224,10.769913
22:18:47.6,0.36280823,2.3743134,10.648392
22:18:47.6,0.08029175,2.408432,9.876862
22:18:47.6,-0.095687866,2.4593048,9.084991
22:18:47.6,-0.21539307,2.400055,8.863525
22:18:47.6,-0.42547607,2.186966,9.310043
22:18:47.7,-0.54219055,2.0714417,9.37529
22:18:47.7,-0.34707642,2.048111,9.384857
22:18:47.7,6.87E-04,1.8242493,9.371094
22:18:47.7,-0.21838379,1.9158325,9.460266
22:18:47.7,-0.33509827,2.033142,9.735611
22:18:47.8,-0.15913391,1.98526,9.687119
22:18:47.8,-0.16151428,2.10437,9.205292
22:18:47.8,-0.05618286,2.0899963,8.92337
22:18:47.8,0.38734436,1.8852997,8.949707
22:18:47.8,0.4005127,1.7500305,9.6033325
22:18:47.9,0.13056946,1.8260498,10.100128
22:18:47.9,0.39334106,2.1025696,9.7769165
22:18:47.9,0.3717804,2.1612396,9.024521
22:18:47.9,0.32569885,2.1696167,8.763565
22:18:47.9,-0.07711792,2.2043304,8.976044
22:18:48.0,-0.01966858,2.001419,9.551849
22:18:48.0,0.21556091,1.8769226,10.175537
22:18:48.0,0.18682861,1.9331818,10.104919
22:18:48.0,0.45498657,1.9487457,9.57399
22:18:48.0,0.36698914,2.0457153,8.964081
22:18:48.1,0.11141968,1.8182526,9.082596
22:18:48.1,-0.05079651,1.5213776,9.433945
22:18:48.1,-0.06036377,1.7685852,9.1406555
22:18:48.1,-0.14356995,1.8553772,9.2005005
22:18:48.1,-0.009490967,1.8541718,9.927139
22:18:48.2,0.019241333,1.9307861,9.927734
22:18:48.2,-0.24472046,2.0828247,9.293884
22:18:48.2,-0.18725586,2.2570038,8.680969
22:18:48.2,-0.11604309,2.0989838,8.835388
22:18:48.2,-0.33032227,1.7135162,9.508759
22:18:48.3,-0.14476013,1.6901703,9.471649
22:18:48.3,0.24609375,1.5297546,8.961685
22:18:48.3,0.29397583,1.5004425,9.244202
22:18:48.3,0.17425537,1.4322052,10.56221
22:18:48.3,0.35742188,1.4776917,11.062592
22:18:48.4,0.4059143,1.420227,9.7894745
22:18:48.4,0.3879547,1.372345,8.335007
22:18:48.4,0.33647156,1.3388214,7.771164
22:18:48.4,0.15031433,1.2406616,8.886261
22:18:48.4,0.08508301,1.3944855,10.813599
22:18:48.5,-0.31115723,1.4663239,11.564178
22:18:48.5,-0.33270264,1.4489594,10.728012
22:18:48.5,-0.37220764,1.4573364,9.264542
22:18:48.5,-0.27523804,1.3693542,8.218887
22:18:48.6,-0.1537323,1.2993164,8.50499
22:18:48.6,-0.27404785,1.167038,9.712265
22:18:48.6,-0.18785095,1.0976105,10.3389435
22:18:48.6,0.06951904,1.222702,9.863693
22:18:48.6,-0.045394897,1.2741852,9.131668
22:18:48.7,-0.3554535,1.3196716,9.217255
22:18:48.7,-0.4272766,1.3023071,9.958862
22:18:48.7,-0.41531372,1.4178314,10.164169
22:18:48.7,-0.1716919,1.428009,9.33876
22:18:48.7,0.19821167,1.4292145,8.240433
22:18:48.7,0.35562134,1.1448975,8.294296
22:18:48.8,0.5561371,0.8516083,10.085754
22:18:48.8,0.20777893,0.67622375,11.643784
22:18:48.8,0.07910156,0.96832275,11.048828
22:18:48.8,0.084487915,1.3968811,9.61351
22:18:48.9,0.008468628,1.3388214,8.814438
22:18:48.9,0.2915802,1.0718689,8.857544
22:18:48.9,0.1940155,1.0569,8.850952
22:18:48.9,0.2987671,1.0958099,9.232819
22:18:48.9,0.2736206,1.0628815,10.08934
22:18:49.0,-0.13339233,1.1131744,10.58017
22:18:49.0,-0.42070007,1.2729797,9.927155
22:18:49.0,-0.33270264,1.3555756,8.732437
22:18:49.0,-0.51226807,1.3717499,8.420593
22:18:49.0,-0.6403656,1.2113342,9.199905
22:18:49.0,-0.5978699,1.0850372,9.770325
22:18:49.1,-0.36203003,1.1730347,9.605728
22:18:49.1,-0.27644348,1.1305237,9.542282
22:18:49.1,-0.4919281,1.1389008,10.16716
