Timestamp, latitude, longitude
22:31:37.43,42.4459672,-76.4841149
22:31:38.63,42.4459244,-76.4841111
22:31:41.62,42.4458163,-76.4840717
22:31:43.63,42.4457393,-76.4840496
22:31:46.63,42.4456116,-76.4840144
22:31:48.69,42.4455711,-76.4839053
22:31:51.62,42.4454558,-76.4838783
22:31:53.63,42.4454198,-76.4838755
22:31:55.65,42.4453991,-76.4837713
22:31:57.64,42.4453874,-76.483678
22:32:00.65,42.4453891,-76.4835825
22:32:03.63,42.4453762,-76.4834804
22:32:06.62,42.4453751,-76.483414
22:32:08.64,42.4453767,-76.4833501
22:32:11.61,42.4453794,-76.4832647
22:32:13.97,42.4453696,-76.4832026
22:32:16.63,42.4453873,-76.4831137
22:32:18.65,42.4454352,-76.4830523
22:32:21.62,42.4455093,-76.4830925
22:32:23.63,42.4455229,-76.4831901
22:32:26.65,42.4455157,-76.4833067
22:32:29.63,42.4455113,-76.4833957
22:32:32.63,42.4455104,-76.4834864
22:32:34.67,42.4454874,-76.4835405
22:32:37.63,42.4454552,-76.4835578
22:32:40.62,42.4454292,-76.4835482
22:32:43.63,42.4454115,-76.4835415
22:32:45.63,42.445382,-76.4835535
22:32:47.88,42.4453509,-76.4836137
22:32:50.65,42.445354,-76.4837577
22:32:52.86,42.4453986,-76.4838349
22:32:55.61,42.4454854,-76.4839149
22:32:57.01,42.4455123,-76.4839239
