Timestamp, latitude, longitude
22:18:45.95,42.4451972,-76.4847175
22:18:48.54,42.4451057,-76.4843969
22:18:51.51,42.4451508,-76.4840733
22:18:54.51,42.4451622,-76.48384
22:18:57.52,42.4451797,-76.4837483
22:18:59.49,42.4451938,-76.4837138
22:19:02.50,42.445281,-76.4836812
22:19:04.49,42.4453204,-76.4836569
22:19:06.51,42.4453526,-76.4836379
22:19:09.49,42.445322,-76.4834775
22:19:11.48,42.4453226,-76.4833408
22:19:13.51,42.4453334,-76.4832498
22:19:16.48,42.4453978,-76.4831437
22:19:18.52,42.4454421,-76.4831324
22:19:21.48,42.4454169,-76.4831587
22:19:23.48,42.4454217,-76.4831538
22:19:25.52,42.445435,-76.4832031
22:19:27.51,42.4454431,-76.4832064
22:19:29.56,42.4454744,-76.4832167
22:19:32.51,42.4455031,-76.4832683
22:19:34.53,42.4455164,-76.4833086
22:19:36.58,42.4455285,-76.4833501
22:19:38.59,42.4455434,-76.4833946
22:19:40.59,42.4455595,-76.4834316
22:19:43.55,42.4455897,-76.4834758
22:19:44.73,42.4456035,-76.4834814
