Timestamp, Still, Foot, Walking,Running,Bicycle,Vehicle,Tilting,Unknown
22:31:40.35,0,0,0,0,8,77,0,15
22:31:40.36,0,0,0,0,8,77,0,15
22:31:40.36,0,0,0,0,8,77,0,15
22:31:40.36,0,0,0,0,8,77,0,15
22:31:40.37,0,0,0,0,8,77,0,15
22:31:40.37,0,0,0,0,8,77,0,15
22:31:40.37,0,0,0,0,8,77,0,15
22:31:40.37,0,0,0,0,8,77,0,15
22:31:40.38,0,0,0,0,8,77,0,15
22:31:44.37,0,0,0,0,8,85,0,8
22:31:44.38,0,0,0,0,8,85,0,8
22:31:44.38,0,0,0,0,8,85,0,8
22:31:44.38,0,0,0,0,8,85,0,8
22:31:44.38,0,0,0,0,8,85,0,8
22:31:44.39,0,0,0,0,8,85,0,8
22:31:44.39,0,0,0,0,8,85,0,8
22:31:44.39,0,0,0,0,8,85,0,8
22:31:44.39,0,0,0,0,8,85,0,8
22:31:48.42,8,0,0,0,0,77,0,15
22:31:48.42,8,0,0,0,0,77,0,15
22:31:48.43,8,0,0,0,0,77,0,15
22:31:48.43,8,0,0,0,0,77,0,15
22:31:48.43,8,0,0,0,0,77,0,15
22:31:48.44,8,0,0,0,0,77,0,15
22:31:48.44,8,0,0,0,0,77,0,15
22:31:48.44,8,0,0,0,0,77,0,15
22:31:48.44,8,0,0,0,0,77,0,15
22:31:52.43,0,0,0,0,8,69,0,23
22:31:52.43,0,0,0,0,8,69,0,23
22:31:52.43,0,0,0,0,8,69,0,23
22:31:52.43,0,0,0,0,8,69,0,23
22:31:52.44,0,0,0,0,8,69,0,23
22:31:52.44,0,0,0,0,8,69,0,23
22:31:52.44,0,0,0,0,8,69,0,23
22:31:52.44,0,0,0,0,8,69,0,23
22:31:52.45,0,0,0,0,8,69,0,23
22:32:05.06,20,0,0,0,0,54,0,27
22:32:05.07,20,0,0,0,0,54,0,27
22:32:05.07,20,0,0,0,0,54,0,27
22:32:05.07,20,0,0,0,0,54,0,27
22:32:05.08,20,0,0,0,0,54,0,27
22:32:05.08,20,0,0,0,0,54,0,27
22:32:05.08,20,0,0,0,0,54,0,27
22:32:05.08,20,0,0,0,0,54,0,27
22:32:05.09,20,0,0,0,0,54,0,27
22:32:09.20,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.21,23,0,0,0,0,77,0,0
22:32:09.22,23,0,0,0,0,77,0,0
22:32:09.22,23,0,0,0,0,77,0,0
22:32:13.36,15,23,23,0,8,38,0,15
22:32:13.37,15,23,23,0,8,38,0,15
22:32:13.37,15,23,23,0,8,38,0,15
22:32:13.37,15,23,23,0,8,38,0,15
22:32:13.37,15,23,23,0,8,38,0,15
22:32:13.38,15,23,23,0,8,38,0,15
22:32:13.38,15,23,23,0,8,38,0,15
22:32:13.38,15,23,23,0,8,38,0,15
22:32:13.38,15,23,23,0,8,38,0,15
22:32:17.45,23,0,0,0,0,54,0,23
22:32:17.45,23,0,0,0,0,54,0,23
22:32:17.45,23,0,0,0,0,54,0,23
22:32:17.45,23,0,0,0,0,54,0,23
22:32:17.46,23,0,0,0,0,54,0,23
22:32:17.46,23,0,0,0,0,54,0,23
22:32:17.46,23,0,0,0,0,54,0,23
22:32:17.46,23,0,0,0,0,54,0,23
