Timestamp, Still, Foot, Walking,Running,Bicycle,Vehicle,Tilting,Unknown
22:25:36.51,48,2,2,0,0,46,0,4
22:25:36.52,48,2,2,0,0,46,0,4
22:25:36.52,48,2,2,0,0,46,0,4
22:25:36.52,48,2,2,0,0,46,0,4
22:26:05.97,19,0,0,0,0,52,0,29
22:26:05.97,19,0,0,0,0,52,0,29
22:26:05.97,19,0,0,0,0,52,0,29
22:26:05.98,19,0,0,0,0,52,0,29
22:26:05.98,19,0,0,0,0,52,0,29
22:26:10.06,15,8,0,8,0,62,0,15
22:26:10.07,15,8,0,8,0,62,0,15
22:26:10.07,15,8,0,8,0,62,0,15
22:26:10.07,15,8,0,8,0,62,0,15
22:26:10.08,15,8,0,8,0,62,0,15
22:26:14.06,15,0,0,0,0,54,0,31
22:26:14.07,15,0,0,0,0,54,0,31
22:26:14.07,15,0,0,0,0,54,0,31
22:26:14.08,15,0,0,0,0,54,0,31
22:26:14.08,15,0,0,0,0,54,0,31
22:26:43.58,12,25,25,0,8,21,0,35
22:26:43.58,12,25,25,0,8,21,0,35
22:26:43.58,12,25,25,0,8,21,0,35
22:26:43.58,12,25,25,0,8,21,0,35
22:26:43.59,12,25,25,0,8,21,0,35
22:26:54.55,0,92,92,0,8,0,0,0
22:26:54.55,0,92,92,0,8,0,0,0
22:26:54.56,0,92,92,0,8,0,0,0
22:26:54.56,0,92,92,0,8,0,0,0
22:26:54.56,0,92,92,0,8,0,0,0
22:26:58.58,0,92,92,0,8,0,0,0
22:26:58.58,0,92,92,0,8,0,0,0
22:26:58.58,0,92,92,0,8,0,0,0
22:26:58.58,0,92,92,0,8,0,0,0
22:26:58.59,0,92,92,0,8,0,0,0
22:27:02.58,0,54,54,0,15,0,0,31
22:27:02.58,0,54,54,0,15,0,0,31
22:27:02.59,0,54,54,0,15,0,0,31
22:27:02.59,0,54,54,0,15,0,0,31
22:27:02.59,0,54,54,0,15,0,0,31
