Timestamp, x, y, z
22:25:30.87,0.8913269,2.1606293,9.984009
22:25:30.88,0.95059204,2.1331024,9.960663
22:25:30.89,0.9811096,2.1582336,9.504562
22:25:30.90,1.1265564,2.289322,8.975449
22:25:30.92,0.9487915,2.1702118,8.978439
22:25:30.94,0.7177429,2.0846252,9.500977
22:25:30.96,0.48251343,2.1480713,9.874466
22:25:30.99,0.3388672,2.1690063,9.834366
22:25:31.01,0.35203552,2.1917572,9.606323
22:25:31.03,0.51304626,2.045105,9.362106
22:25:31.05,0.61120605,1.8709259,9.438721
22:25:31.07,0.65849304,1.6919708,9.545273
22:25:31.09,0.70458984,1.5124054,9.585373
22:25:31.11,0.8224945,1.5650787,9.6147
22:25:31.13,0.8153076,1.7368622,9.483612
22:25:31.15,0.66748047,1.7536163,9.282501
22:25:31.17,0.5740967,1.8481903,9.152023
22:25:31.19,0.3927307,2.0935974,9.0784
22:25:31.21,0.09106445,2.1097565,9.159805
22:25:31.23,0.0048828125,2.0397186,9.338181
22:25:31.25,0.13237,2.2133026,9.490204
22:25:31.27,0.35263062,2.3593445,9.268738
22:25:31.30,0.6997833,1.9894409,9.174759
22:25:31.31,0.9745178,1.4998322,9.527908
22:25:31.33,1.3240814,1.4351959,9.557236
22:25:31.35,1.3019257,1.5914154,9.280716
22:25:31.37,1.207367,1.8697357,9.176559
22:25:31.39,0.9679413,2.0110016,9.750565
22:25:31.41,0.6064148,2.0666656,10.210861
22:25:31.43,0.40470886,1.9152222,9.778702
22:25:31.45,0.36340332,2.009201,9.097549
22:25:31.47,0.28977966,2.0397186,8.755783
22:25:31.49,0.37478638,1.6949615,9.112518
22:25:31.51,0.66807556,1.6099701,9.545868
22:25:31.53,0.91645813,1.8003082,9.766739
22:25:31.55,0.94340515,1.8224487,9.922958
22:25:31.57,1.0511322,1.661438,10.191696
22:25:31.60,1.0858612,1.8457947,10.082169
22:25:31.61,0.91467285,2.0594788,9.33757
22:25:31.63,0.721344,1.9810638,9.114914
22:25:31.65,0.5184326,1.8954773,9.47464
22:25:31.67,0.45140076,1.7649994,9.393829
22:25:31.70,0.5735016,1.4878693,8.800674
22:25:31.72,0.78359985,1.6811981,8.519348
22:25:31.73,0.7859802,1.9002686,8.939529
22:25:31.75,0.6022339,1.8062897,10.076782
22:25:31.77,0.73750305,1.7506256,11.098511
22:25:31.79,0.79556274,1.9643097,10.568787
22:25:31.81,0.9589691,2.0672607,9.265747
22:25:31.83,1.1636658,1.9068451,8.481049
22:25:31.85,1.325882,1.5973969,8.451721
22:25:31.87,1.1672668,1.3226624,8.803665
22:25:31.89,1.1223755,1.3555756,9.233429
22:25:31.91,1.065506,1.6668396,9.69191
22:25:31.93,0.81651306,1.8601685,10.273102
22:25:31.95,0.8883362,1.9272003,10.360489
22:25:31.97,0.93681335,1.9361877,9.5746
22:25:31.99,0.7578583,2.029541,8.958679
22:25:32.01,0.73031616,2.1648254,8.764755
22:25:32.03,0.768631,1.8386078,9.438721
22:25:32.05,0.8739624,1.5794373,10.070801
22:25:32.07,0.966156,1.7284851,9.757156
22:25:32.09,1.1062164,1.7356567,9.271133
22:25:32.11,1.034378,1.7027435,9.281906
22:25:32.13,0.8542175,1.9499512,9.627274
22:25:32.16,0.69441223,2.040329,9.748184
22:25:32.18,0.44361877,1.9511414,9.705673
22:25:32.19,0.44779968,2.039734,9.364502
22:25:32.22,0.3993225,1.9810638,9.111923
22:25:32.24,0.47833252,1.8882904,9.213669
22:25:32.26,0.4394226,1.8529816,9.666779
22:25:32.28,0.50167847,1.8158722,10.045654
22:25:32.30,0.6273651,1.7859497,9.904999
22:25:32.32,0.7680359,1.7105255,9.424957
22:25:32.34,0.9595642,1.7392578,9.011353
22:25:32.36,0.89611816,1.8529816,9.064636
22:25:32.38,0.8811493,1.7440491,9.456085
22:25:32.40,0.8877411,1.4681091,9.970245
