Timestamp, Still, Foot, Walking,Running,Bicycle,Vehicle,Tilting,Unknown
22:34:14.70,21,4,4,0,2,48,0,25
22:34:14.71,21,4,4,0,2,48,0,25
22:34:14.71,21,4,4,0,2,48,0,25
22:34:14.71,21,4,4,0,2,48,0,25
22:34:14.71,21,4,4,0,2,48,0,25
22:34:14.71,21,4,4,0,2,48,0,25
22:34:14.72,21,4,4,0,2,48,0,25
22:34:14.72,21,4,4,0,2,48,0,25
22:34:14.72,21,4,4,0,2,48,0,25
22:34:14.72,21,4,4,0,2,48,0,25
22:34:14.72,21,4,4,0,2,48,0,25
22:34:27.61,8,0,0,0,4,43,0,46
22:34:27.61,8,0,0,0,4,43,0,46
22:34:27.61,8,0,0,0,4,43,0,46
22:34:27.62,8,0,0,0,4,43,0,46
22:34:27.62,8,0,0,0,4,43,0,46
22:34:27.62,8,0,0,0,4,43,0,46
22:34:27.63,8,0,0,0,4,43,0,46
22:34:27.63,8,0,0,0,4,43,0,46
22:34:27.63,8,0,0,0,4,43,0,46
22:34:27.64,8,0,0,0,4,43,0,46
22:34:27.64,8,0,0,0,4,43,0,46
22:34:48.63,8,3,3,0,0,59,0,30
22:34:48.64,8,3,3,0,0,59,0,30
22:34:48.64,8,3,3,0,0,59,0,30
22:34:48.65,8,3,3,0,0,59,0,30
22:34:48.66,8,3,3,0,0,59,0,30
22:34:48.66,8,3,3,0,0,59,0,30
22:34:48.66,8,3,3,0,0,59,0,30
22:34:48.66,8,3,3,0,0,59,0,30
22:34:48.67,8,3,3,0,0,59,0,30
22:34:48.67,8,3,3,0,0,59,0,30
22:34:48.67,8,3,3,0,0,59,0,30
22:34:50.13,60,60,3,0,0,20,0,30
22:34:52.13,60,60,3,0,0,20,0,30
