Timestamp, latitude, longitude
22:23:06.92,42.44558726,-76.48346165
22:23:09.48,42.4457115,-76.4837909
22:23:11.48,42.445796,-76.4837638
22:23:14.48,42.445612,-76.4838535
22:23:17.49,42.4454426,-76.483784
22:23:19.49,42.4454021,-76.4837305
22:23:21.51,42.4453246,-76.483706
22:23:23.49,42.4453286,-76.4837053
22:23:26.49,42.4453327,-76.4837228
22:23:28.48,42.4453497,-76.4836466
22:23:31.49,42.4453596,-76.4835384
22:23:34.48,42.4453614,-76.4834542
22:23:36.56,42.4453719,-76.4833911
22:23:39.48,42.4453771,-76.4833043
22:23:42.78,42.4453765,-76.4832271
22:23:45.51,42.4453812,-76.4831608
22:23:47.50,42.445395,-76.4831267
22:23:49.50,42.4454272,-76.4830938
22:23:51.49,42.4454617,-76.4830915
22:23:53.81,42.4454942,-76.4830906
22:23:56.55,42.4455406,-76.4831489
22:23:59.72,42.4455302,-76.4832672
22:24:02.49,42.4455224,-76.4833669
22:24:04.80,42.4455153,-76.4834175
22:24:07.51,42.4454809,-76.4835049
22:24:09.56,42.4454227,-76.4835285
22:24:11.56,42.4453622,-76.4835253
22:24:13.80,42.4453273,-76.4835649
22:24:16.63,42.4453256,-76.4836873
22:24:19.53,42.4453587,-76.4837753
22:24:21.54,42.4454085,-76.4838254
22:24:22.44,42.4454085,-76.4838254
22:24:23.55,42.4454708,-76.4838563
22:24:25.59,42.4455617,-76.4839177
